Demarcación,Embalse,Río,Capacidad,Actual,Diferencia s/anterior,Energía disponible,Capacidad energética,Año,Semana
Guadalete-Barbate,Zahara-El Gastor,Guadalete,223,34,1,0,0,2025,9
Guadalquivir,Agrio (Aznalcollar),Agrio,20,17,0,0,0,2025,9
Guadalquivir,Aguascebas,Aguascebas,6,2,0,0,0,2025,9
Guadalquivir,Aracena,Rivera de Huelva,129,76,1,0,0,2025,9
Guadalquivir,Arenoso,Arenoso,167,54,0,0,0,2025,9
Guadalquivir,Bembézar,Bembézar,328,249,1,53,37,2025,9
Guadalquivir,Bermejales,Cacín,91,26,0,6,5,2025,9
Guadalquivir,"Bolera, La",Guadalentín,54,12,0,0,0,2025,9
Guadalquivir,"Breña II, La",Guadiato,823,164,1,0,0,2025,9
Guadalquivir,*  Cala,Rivera de Cala,59,42,-1,21,16,2025,9
Guadalquivir,Canales,Genil,70,34,0,43,31,2025,9
Guadalquivir,Colomera,Colomera,40,7,0,0,0,2025,9
Guadalquivir,Cubillas,Cubillas,14,6,0,0,0,2025,9
Guadalquivir,El Portillo,Castril,31,11,0,0,0,2025,9
Guadalquivir,"Fernandina, La",Guarrizas,247,74,0,0,0,2025,9
Guadalquivir,Francisco Abellán,Fardes,58,10,0,0,0,2025,9
Guadalquivir,Fresneda,Fresneda,19,14,0,0,0,2025,9
Guadalquivir,Gergal,Rivera de Huelva,35,35,0,0,0,2025,9
Guadalquivir,Giribaile,Guadalimar,491,108,1,0,0,2025,9
Guadalquivir,Guadalén,Guadalén,163,34,0,13,2,2025,9
Guadalquivir,Guadalmellato,Guadalmellato,147,136,0,13,12,2025,9
Guadalquivir,Guadalmena,Guadalmena,345,98,0,86,9,2025,9
Guadalquivir,Huesna,Rivera de Huesna,135,115,1,0,0,2025,9
Guadalquivir,Iznájar,Genil,920,232,3,279,21,2025,9
Guadalquivir,Jándula,Jándula,325,104,0,86,6,2025,9
Guadalquivir,José Torán,Guadalbarcar,101,85,1,0,0,2025,9
Guadalquivir,Martín Gonzalo,Martín Gonzalo,20,11,0,0,0,2025,9
Guadalquivir,"Melonares, Los",Viar,186,179,1,0,0,2025,9
Guadalquivir,"Minilla, La",Rivera de Huelva,58,45,-1,0,0,2025,9
Guadalquivir,Montoro,Montoro,105,71,0,0,0,2025,9
Guadalquivir,Negratín,Guadiana Menor,571,177,-10,45,9,2025,9
Guadalquivir,"Pintado, El",Viar,215,165,1,77,56,2025,9
Guadalquivir,Puebla de Cazalla,Carbones,63,3,0,0,0,2025,9
Guadalquivir,Puente Nuevo,Guadiato,281,114,0,9,3,2025,9
Guadalquivir,Quéntar,Aguas Blancas,14,10,1,0,0,2025,9
Guadalquivir,Quiebrajano,Quiebrajano,33,10,0,4,3,2025,9
Guadalquivir,Retortillo,Retortillo,61,54,1,2,1,2025,9
Guadalquivir,Rumblar,Rumblar,140,84,0,16,10,2025,9
Guadalquivir,San Clemente,Guardal,117,10,0,0,0,2025,9
Guadalquivir,San Rafael de Navallana,Guadalmellato,156,85,0,0,0,2025,9
Guadalquivir,Sierra Boyera,Guadiato,39,27,0,0,0,2025,9
Guadalquivir,Siles,Guadalimar,30,18,0,0,0,2025,9
Guadalquivir,Torre del Águila,Salado,48,27,1,0,0,2025,9
Guadalquivir,Tranco de Beas,Guadalquivir,506,169,0,175,25,2025,9
Guadalquivir,Vadomojón,Guadajoz,146,32,1,0,0,2025,9
Guadalquivir,Víboras,Víboras,17,7,-1,0,0,2025,9
Guadalquivir,Yeguas,Yeguas,229,114,0,29,22,2025,9
Guadalquivir,Zufre,Rivera de Huelva,175,97,0,0,0,2025,9
Cuenca Mediterránea Andaluza,Benínar,Grande de Adra,63,5,0,0,0,2025,9
Cuenca Mediterránea Andaluza,Béznar,Izbor,53,44,1,0,0,2025,9
Cuenca Mediterránea Andaluza,Casasola,Campanillas,22,11,-1,0,0,2025,9
Cuenca Mediterránea Andaluza,Charco Redondo,Palmones,82,27,2,0,0,2025,9
Cuenca Mediterránea Andaluza,Concepción,Verde de Marbella,62,41,1,0,0,2025,9
Cuenca Mediterránea Andaluza,Conde Guadalhorce,Turón,66,30,2,5,4,2025,9
Cuenca Mediterránea Andaluza,Cuevas de Almanzora,Almanzora,161,14,0,0,0,2025,9
Cuenca Mediterránea Andaluza,Guadalhorce-Guadalteba,Gudalhorce-Guadalteba,279,51,2,23,23,2025,9
Cuenca Mediterránea Andaluza,Guadarranque,Guadarranque,88,36,5,0,0,2025,9
Cuenca Mediterránea Andaluza,Limonero,Guadalmedina,22,7,0,0,0,2025,9
Cuenca Mediterránea Andaluza,Rules,Guadalfeo,111,52,-2,0,0,2025,9
Cuenca Mediterránea Andaluza,"Viñuela, La",Guaro,165,36,0,0,0,2025,9
Segura,Alfonso XIII,Quípar,22,4,0,4,1,2025,9
Segura,Algeciras,Algeciras,45,7,0,0,0,2025,9
Segura,*  Anchuricas,Segura,6,5,0,4,3,2025,9
Segura,Argos,Argos,10,4,0,2,1,2025,9
Segura,Camarillas,Mundo,36,7,-1,8,1,2025,9
Segura,Cenajo,Segura,437,85,0,103,19,2025,9
Segura,"Cierva, La",Mula,7,3,0,0,0,2025,9
Segura,Crevillente,Rambla de Bosch,13,8,0,0,0,2025,9
Segura,Fuensanta,Segura,210,19,0,45,4,2025,9
Segura,La Pedrera,Dep.Arr.Grande,246,53,0,0,0,2025,9
Segura,Puentes,Guadalentín,26,11,1,0,0,2025,9
Segura,Santomera,Rambla Salada,26,2,0,0,0,2025,9
Segura,Taibilla,Taibilla,9,6,0,2,1,2025,9
Segura,Talave,Mundo,35,5,-2,10,1,2025,9
Segura,Valdeinfierno,Alcaide,12,1,0,0,0,2025,9
Júcar,Alarcón,Júcar,1.118,652,0,1.596,935,2025,9
Júcar,Algar,Palancia,6,0,0,0,0,2025,9
Júcar,Amadorio,Amadorio,16,1,0,0,0,2025,9
Júcar,Arenós,Mijares,137,61,1,113,54,2025,9
Júcar,Arquillo de San Blas,Turia,21,17,0,7,5,2025,9
Júcar,Bellús,Albaida,69,17,1,0,0,2025,9
Júcar,Benagéber,Turia,221,124,1,59,32,2025,9
Júcar,Beniarrés,Serpis,27,6,0,0,0,2025,9
Júcar,Buseo,Sot de Chera,8,1,0,0,0,2025,9
Júcar,Contreras,Cabriel,361,219,1,232,141,2025,9
Júcar,*  Cortes II,Júcar,118,109,-1,17,12,2025,9
Júcar,El Naranjero,Júcar,29,18,-4,0,0,2025,9
Júcar,Escalona,Escalona,99,5,0,0,0,2025,9
Júcar,Forata,Magro,37,28,1,0,0,2025,9
Júcar,Guadalest,Guadalest,13,3,0,0,0,2025,9
Júcar,*  La Muela,Júcar,20,8,2,0,0,2025,9
Júcar,*  La Toba,Júcar,10,4,0,17,7,2025,9
Júcar,Loriguilla,Turia,73,23,-1,18,6,2025,9
Júcar,María Cristina,Rambla Viuda,18,9,0,0,0,2025,9
Júcar,Regajo,Palancia,6,4,0,0,0,2025,9
Júcar,Sichar,Mijares,49,23,0,3,2,2025,9
Júcar,Tous - La Ribera,Júcar,379,137,4,0,0,2025,9
Júcar,Ulldecona,Cenia,11,9,0,0,0,2025,9
Ebro,Albiña,Albiña,5,4,0,3,2,2025,9
Ebro,Alcañiz (Estanca),Guadalope,7,6,0,3,3,2025,9
Ebro,Alloz,Salado,66,51,0,40,31,2025,9
Ebro,Barasona,Ésera,85,82,0,54,56,2025,9
Ebro,*  Baserca,Noguera-Ribagorzana,22,9,0,98,40,2025,9
Ebro,Búbal,Gállego,63,51,0,73,59,2025,9
Ebro,Calanda,Guadalope,54,36,-2,16,10,2025,9
Ebro,*  Camarasa,Noguera-Pallaresa,163,120,-3,63,38,2025,9
Ebro,*  Canelles,Noguera-Ribagorzana,679,405,1,395,224,2025,9
Ebro,Cañón de Santolea,Guadalope,82,33,1,9,13,2025,9
Ebro,Caspe,Guadalope,82,34,1,17,7,2025,9
Ebro,*  Cavallers,Noguera de Tort,16,5,0,54,16,2025,9
Ebro,*  Certescáns,Certescáns,16,12,0,97,73,2025,9
Ebro,Ciurana,Ciurana,12,1,0,0,0,2025,9
Ebro,Cueva Foradada,Martín,22,17,0,4,3,2025,9
Ebro,Ebro,Ebro,541,348,3,468,296,2025,9
Ebro,*  Enciso,Cidacos,46,23,1,19,9,2025,9
Ebro,*  Escales,Noguera-Ribagorzana,152,92,-1,149,92,2025,9
Ebro,Eúgui,Arga,21,16,-1,10,7,2025,9
Ebro,González Lacasa,Albercos,33,28,1,20,18,2025,9
Ebro,"Grado, El",Cinca,400,392,-3,112,109,2025,9
Ebro,Guiamets,Asmat,10,1,0,0,0,2025,9
Ebro,*  Ip,Barranco de Ip,5,1,0,14,2,2025,9
Ebro,*  Irabia,Irati,14,10,0,17,13,2025,9
Ebro,Itoiz,Irati,417,356,4,234,229,2025,9
Ebro,Lanuza,Gállego,17,10,-1,34,20,2025,9
Ebro,Las Fitas,Barranco Carnerario,9,8,0,5,6,2025,9
Ebro,Laverné,Barranco Vitale,38,34,0,8,7,2025,9
Ebro,Lechago,Pancrudo,18,12,1,6,4,2025,9
Ebro,*  Llauset,Llauset,17,10,2,49,29,2025,9
Ebro,Loteta (La),Derivación Canal Imperial,104,96,1,30,28,2025,9
Ebro,Maidevera,Aranda,20,9,0,6,3,2025,9
Ebro,Mansilla,Najerilla,68,59,0,62,54,2025,9
Ebro,Mediano,Cinca,435,409,7,267,269,2025,9
Ebro,*  Mequinenza,Ebro,1.373,1.197,-28,239,202,2025,9
Ebro,Moneva,Aguas Vivas,8,6,1,2,2,2025,9
Ebro,Monteagudo,Nájima,10,6,0,3,2,2025,9
Ebro,Montearagón,Flumen,52,30,1,12,6,2025,9
Ebro,Nagore,Urrobi,5,5,0,3,3,2025,9
Ebro,Oliana,Segre,84,43,-10,57,32,2025,9
Ebro,Pajares,Lumbreras,35,28,1,21,17,2025,9
Ebro,Parras (Las),Martín,5,3,0,1,1,2025,9
Ebro,Pena,Pena,18,13,0,2,3,2025,9
Ebro,"Peña, La",Gállego,15,11,0,10,6,2025,9
Ebro,Puente de Santolea,Guadalope,18,14,-1,7,5,2025,9
Ebro,Rialb,Segre,404,382,17,217,234,2025,9
Ebro,*  Ribarroja,Ebro,210,195,6,12,10,2025,9
Ebro,*  Sallente,Flamisell,6,2,0,25,7,2025,9
Ebro,San Bartolomé,Arba,6,5,0,2,2,2025,9
Ebro,*  San Lorenzo,Segre,10,9,0,4,3,2025,9
Ebro,San Salvador,Arroyo la Clamor,137,111,0,30,24,2025,9
Ebro,Santa Ana,Noguera-Ribagorzana,237,189,4,92,70,2025,9
Ebro,Santa María de Belsué,Flumen,14,3,0,1,0,2025,9
Ebro,Santolea,Guadalope,5,4,0,12,1,2025,9
Ebro,*  Sistema Aguas Limpias,Aguas Limpias,18,6,0,68,24,2025,9
Ebro,*  Sistema Alto Caldarés,Caldarés,18,4,0,70,17,2025,9
Ebro,*  Sistema Capdella,Flamisell,50,30,0,191,115,2025,9
Ebro,*  Sistema Escarra,Escarra,5,1,0,14,4,2025,9
Ebro,*  Sistema Lagos Espot,Espot,10,9,0,33,30,2025,9
Ebro,*  Sistema Valle de Arán,Valartíes,22,10,0,172,79,2025,9
Ebro,*  Sobrón,Ebro,20,16,-1,12,10,2025,9
Ebro,Sotonera,Sotón,189,177,1,44,41,2025,9
Ebro,*  Terradets,Noguera-Pallaresa,33,32,0,19,19,2025,9
Ebro,Terroba,Leza,8,1,0,4,1,2025,9
Ebro,"Torcas, Las",Huerva,7,6,0,2,2,2025,9
Ebro,"Tranquera, La",Piedra,82,76,0,29,28,2025,9
Ebro,*  Tremp ó Talárn,Noguera-Pallaresa,227,116,-1,213,105,2025,9
Ebro,*  Ullivarri,Zadorra,146,125,-2,85,74,2025,9
Ebro,Urdalur,Alzama,6,5,0,4,4,2025,9
Ebro,*  Urdiceto,Urdiceto,5,2,0,13,5,2025,9
Ebro,*  Urrunaga,Sta.Engracia,72,51,2,37,26,2025,9
Ebro,Vadiello,Guatizalema,16,15,0,3,3,2025,9
Ebro,"Val, El",Val,24,20,0,9,8,2025,9
Ebro,Valdepatao,Cinca,6,1,0,1,0,2025,9
Ebro,Yesa,Aragón,447,408,-4,152,142,2025,9
Cuencas Internas de Cataluña,Boadella,Muga,61,10,0,0,0,2025,9
Cuencas Internas de Cataluña,La Baells,Llobregat,109,59,-1,0,0,2025,9
Cuencas Internas de Cataluña,La Llosa del Cavall,Cardener,80,27,0,0,0,2025,9
Cuencas Internas de Cataluña,Riudecanyes,Riudecanyes,5,1,0,0,0,2025,9
Cuencas Internas de Cataluña,Sant Pons,Cardener,24,14,1,0,0,2025,9
Cuencas Internas de Cataluña,Sau,Ter,165,11,2,0,0,2025,9
Cuencas Internas de Cataluña,Susqueda,Ter,233,90,-1,0,0,2025,9
Cantabrico Oriental,Añarbe,Añarbe,38,30,0,0,0,2025,10
Cantabrico Oriental,Ibiur,Ibiur,8,7,0,0,0,2025,10
Cantabrico Oriental,Ordunte,Ordunte,22,18,-1,0,0,2025,10
Cantabrico Oriental,San Antón,Endara,5,5,0,0,0,2025,10
Cantabrico Occidental,Alfilorios,Barrea,8,6,0,0,0,2025,10
Cantabrico Occidental,*  Alsa - Mediajo,Torina,22,19,0,27,16,2025,10
Cantabrico Occidental,*  Arbón,Navia,41,37,-1,1,1,2025,10
Cantabrico Occidental,"*  Barca, La",Narcea,34,19,3,3,1,2025,10
Cantabrico Occidental,"*  Cohilla, La",Nansa,12,4,0,16,6,2025,10
Cantabrico Occidental,*  Doiras,Navia,97,80,0,19,14,2025,10
Cantabrico Occidental,Rioseco,Nalón,4,2,-2,0,0,2025,10
Cantabrico Occidental,*  Salime,Navia,238,172,-6,99,67,2025,10
Cantabrico Occidental,Tanes,Nalón,34,30,3,6,5,2025,10
Mino-Sil,*  Albarellos,Avia,91,46,-1,32,15,2025,10
Mino-Sil,*  Bao,Bibey,238,206,0,290,242,2025,10
Mino-Sil,Bárcena,Sil,341,269,11,333,241,2025,10
Mino-Sil,*  Belesar,Miño,655,471,-15,370,248,2025,10
Mino-Sil,"*  Campañana, La",Sil,14,10,-1,8,4,2025,10
Mino-Sil,*  Castrelo,Miño,60,49,-2,4,3,2025,10
Mino-Sil,*  Cenza,Cenza,40,23,1,112,58,2025,10
Mino-Sil,*  Chandrexa,Navea,61,56,0,101,91,2025,10
Mino-Sil,"*  Conchas, Las",Limia,80,45,-1,30,16,2025,10
Mino-Sil,*  Edrada-Mao,Mao,14,12,0,22,19,2025,10
Mino-Sil,*  Frieira,Miño,44,37,-2,1,1,2025,10
Mino-Sil,*  Guístolas,Navea,5,3,0,4,2,2025,10
Mino-Sil,*  Matalavilla,Valseco,65,51,2,115,85,2025,10
Mino-Sil,*  Montefurado,Bibey-Sil,10,9,0,4,3,2025,10
Mino-Sil,"*  Peares, Os",Miño,182,174,-4,50,48,2025,10
Mino-Sil,*  Peñarrubia,Sil,13,11,0,5,4,2025,10
Mino-Sil,*  Pías (San Agustín),Bibey,10,6,-1,19,10,2025,10
Mino-Sil,"*  Portas, Las",Camba,536,356,2,906,543,2025,10
Mino-Sil,*  Prada,Jares,122,70,4,221,124,2025,10
Mino-Sil,"*  Rozas, Las",Sil,28,25,-2,55,47,2025,10
Mino-Sil,*  Salas,Salas,87,57,1,79,50,2025,10
Mino-Sil,*  San. Estevo,Sil,213,163,-14,77,55,2025,10
Mino-Sil,*  San Martiño,Sil,10,9,0,2,2,2025,10
Mino-Sil,*  San Pedro,Sil,6,4,-1,1,0,2025,10
Mino-Sil,*  San Sebastián,Bibey,46,18,2,116,44,2025,10
Mino-Sil,*  Santa Eulalia,Jares,10,9,2,7,5,2025,10
Mino-Sil,*  Sequeiros,Sil,11,10,0,3,3,2025,10
Mino-Sil,*  Velle,Miño,17,12,0,1,0,2025,10
Mino-Sil,Vilasouto,Mao,21,19,0,0,0,2025,10
Galicia Costa,*  Barrie de la Maza,Tambre,31,24,0,8,6,2025,10
Galicia Costa,Cecebre,Mero,22,14,1,0,0,2025,10
Galicia Costa,Eiras,Oitavén,22,22,3,0,0,2025,10
Galicia Costa,*  Eume,Eume,123,117,-4,54,52,2025,10
Galicia Costa,*  Fervenza,Jallas,103,74,-7,112,78,2025,10
Galicia Costa,"Forcadas, As",Forcadas,11,8,0,0,0,2025,10
Galicia Costa,*  Portodemouros,Ulla,297,252,-13,39,31,2025,10
Galicia Costa,"*  Ribeira, A",Eume,33,26,-4,16,12,2025,10
Galicia Costa,Riocobo,Cobo,6,4,0,0,0,2025,10
Galicia Costa,*  Sta Uxia,Jallas,18,11,-6,7,2,2025,10
Galicia Costa,Villagudín,Veduino,18,17,0,0,0,2025,10
Cuencas Internas del País Vasco,Ibai-Eder,Ibai-Eder,11,10,0,0,0,2025,10
Cuencas Internas del País Vasco,Urkulu,Urkulu,10,10,0,0,0,2025,10
Duero,"*  Agavanzal, Nª Sª de",Tera,36,32,0,34,27,2025,10
Duero,Águeda,Águeda,15,13,0,0,0,2025,10
Duero,Aguilar,Pisuerga,247,206,5,66,55,2025,10
Duero,*  Aldeadávila,Duero,114,111,9,35,33,2025,10
Duero,*  Almendra,Tormes,2.649,1.767,3,3.458,2.312,2025,10
Duero,Arlanzón,Arlanzón,22,18,-1,4,4,2025,10
Duero,Barrios de Luna,Luna,311,281,12,252,220,2025,10
Duero,*  Burgomillodo,Duratón,14,8,-3,6,3,2025,10
Duero,Camporredondo,Carrión,69,64,3,43,40,2025,10
Duero,Casares de Arbas,Casares,37,28,1,0,0,2025,10
Duero,*  Castro,Duero,27,24,1,14,13,2025,10
Duero,Castro de las Cogotas,Adaja,58,54,11,18,18,2025,10
Duero,*  Cernadilla,Tera,255,154,7,297,168,2025,10
Duero,Cervera,Rivera,10,5,0,3,1,2025,10
Duero,Compuerto,Carrión,95,87,2,42,38,2025,10
Duero,Cuerda del Pozo,Duero,249,205,24,58,52,2025,10
Duero,Irueña,Águeda,110,89,15,0,0,2025,10
Duero,Linares del Arroyo,Riaza,54,47,5,14,12,2025,10
Duero,"Pontón Alto, El",Eresma,7,7,0,0,0,2025,10
Duero,Porma-(Juan Benet),Porma,318,292,9,137,116,2025,10
Duero,*  Puente Porto,Segundera,23,8,1,54,18,2025,10
Duero,*  Rábanos,Duero,8,8,0,3,3,2025,10
Duero,Requejada,Pisuerga,59,28,3,23,11,2025,10
Duero,Riaño,Esla,641,571,7,372,295,2025,10
Duero,*  Ricobayo,Esla,1.145,526,30,945,403,2025,10
Duero,San José,Duero,6,6,0,2,2,2025,10
Duero,Santa Teresa,Tormes,496,430,28,406,344,2025,10
Duero,*  Saucelle,Duero,181,178,4,10,10,2025,10
Duero,Serones,Voltoya,6,6,0,0,0,2025,10
Duero,Úzquiza,Arlanzón,75,60,2,15,12,2025,10
Duero,*  Valparaíso,Tera,169,151,-2,165,143,2025,10
Duero,"*  Vencías, Las",Duratón,5,5,1,2,2,2025,10
Duero,Villagonzalo,Tormes,6,6,0,3,3,2025,10
Duero,*  Villalcampo,Duero,66,59,0,41,36,2025,10
Duero,Villameca,Tuerto,19,16,0,6,4,2025,10
Tajo,Aceña,Aceña,24,20,10,0,0,2025,10
Tajo,*  Alcántara,Tajo,3.160,2.121,257,791,434,2025,10
Tajo,Alcorlo,Bornova,180,171,28,0,0,2025,10
Tajo,*  Almoguera,Tajo,7,6,0,2,2,2025,10
Tajo,"Atance, El",Salado,35,26,5,0,0,2025,10
Tajo,"Atazar, El",Lozoya,426,348,41,0,0,2025,10
Tajo,*  Azután,Tajo,113,73,-1,59,32,2025,10
Tajo,Baños,Baños,41,33,1,0,0,2025,10
Tajo,Beleña,Sorbe,53,47,8,0,0,2025,10
Tajo,*  Bolarque,Tajo,31,30,1,15,13,2025,10
Tajo,Borbollon,Árrago,88,65,1,30,19,2025,10
Tajo,Buendía,Guadiela,1.705,607,7,1.515,429,2025,10
Tajo,Burguillo - Puente Nuevo,Alberche,201,182,50,218,173,2025,10
Tajo,Cáceres - Guadiloba,Guadiloba,20,15,3,0,0,2025,10
Tajo,*  Castrejón,Tajo,44,41,0,15,13,2025,10
Tajo,"Castro, El",Algodor,8,2,0,0,0,2025,10
Tajo,Cazalegas,Alberche,7,6,0,0,0,2025,10
Tajo,*  Cedillo,Tajo,260,220,-15,17,13,2025,10
Tajo,Entrepeñas,Tajo,813,615,12,782,520,2025,10
Tajo,Finisterre,Algodor,133,7,0,0,0,2025,10
Tajo,Gabriel y Galán,Alagón,911,666,24,419,233,2025,10
Tajo,Guajaraz,Guajaraz,18,14,0,0,0,2025,10
Tajo,*  Guijo de Granadilla,Alagón,13,11,1,3,1,2025,10
Tajo,"Jarosa, La",La Jarosa,7,6,3,0,0,2025,10
Tajo,Jerte - Plasencia,Jerte,59,36,1,0,0,2025,10
Tajo,*  Molino de Chincha,Guadiela,6,6,1,4,3,2025,10
Tajo,Navacerrada,Navacerrada,11,9,1,0,0,2025,10
Tajo,Navalcán,Guayerbas,34,31,0,0,0,2025,10
Tajo,Navamuño,Angostura,14,11,1,0,0,2025,10
Tajo,Pálmaces,Cañamares,31,25,2,0,0,2025,10
Tajo,"Pardo, El",Manzanares,43,22,12,0,0,2025,10
Tajo,Picadas,Alberche,15,14,0,9,7,2025,10
Tajo,Pinilla,Lozoya,38,34,11,0,0,2025,10
Tajo,Portaje,Fresnedilla,23,21,1,0,0,2025,10
Tajo,"Portiña, La",Portiña,5,2,0,0,0,2025,10
Tajo,Puentes Viejas,Lozoya,53,51,9,0,0,2025,10
Tajo,Riosequillo,Lozoya,50,45,4,0,0,2025,10
Tajo,Rivera de Gata,Rivera de Gata,49,45,2,0,0,2025,10
Tajo,Rosarito,Tiétar,82,66,-1,0,0,2025,10
Tajo,Salor,Salor,14,11,1,0,0,2025,10
Tajo,San Juan,Alberche,138,128,33,104,79,2025,10
Tajo,Santillana,Manzanares,91,82,18,0,0,2025,10
Tajo,"Tajera, La",Tajuña,64,54,3,0,0,2025,10
Tajo,Torcón,Torcón,7,3,0,0,0,2025,10
Tajo,*  Torrejón (Tajo - Tietar),Tiétar,188,171,-3,25,15,2025,10
Tajo,"Vado, El",Jarama,56,49,13,0,0,2025,10
Tajo,*  Valdecañas,Tajo,1.446,989,60,664,370,2025,10
Tajo,Valdeobispo,Alagón,53,48,-2,14,11,2025,10
Tajo,Valmayor,Aulencia,124,115,15,0,0,2025,10
Tajo,"Vellón,El-(Pedrezuela)",Guadalix,41,38,3,0,0,2025,10
Tajo,"Villar, El",Lozoya,23,23,5,0,0,2025,10
Guadiana,"Aguijón, El",Alcarrache,11,11,1,0,0,2025,10
Guadiana,Alange,Matachel,852,142,19,0,0,2025,10
Guadiana,Alcollarín,Alcollarín,52,9,2,0,0,2025,10
Guadiana,Andévalo,Malagón,634,273,11,0,0,2025,10
Guadiana,Boquerón,Rosal,6,5,1,0,0,2025,10
Guadiana,Brovales,Brovales,7,6,-1,0,0,2025,10
Guadiana,Búrdalo,Búrdalo,79,19,3,0,0,2025,10
Guadiana,Canchales,Lácara,26,24,4,0,0,2025,10
Guadiana,Cancho del Fresno,Ruecas,15,14,1,0,0,2025,10
Guadiana,Chanza,Chanza,338,217,24,0,0,2025,10
Guadiana,Cijara,Guadiana,1.505,815,17,296,125,2025,10
Guadiana,Cornalbo,Albarregas,3,2,0,0,0,2025,10
Guadiana,Cubilar,Cubilar,6,3,0,0,0,2025,10
Guadiana,El Vicario,Guadiana,32,20,0,0,0,2025,10
Guadiana,García de Sola,Guadiana,554,423,4,38,27,2025,10
Guadiana,Gargáligas,Gargáligas,21,17,-1,0,0,2025,10
Guadiana,Gasset,Becea,39,20,0,0,0,2025,10
Guadiana,Horno Tejero,Lácara,24,21,-1,0,0,2025,10
Guadiana,La Cabezuela,Jabalón,43,3,0,0,0,2025,10
Guadiana,La Colada,Guadamatilla,58,55,2,0,0,2025,10
Guadiana,La Serena,Zújar,3.219,1.383,75,421,141,2025,10
Guadiana,Llerena,Conejo,8,5,0,0,0,2025,10
Guadiana,Los Molinos,Matachel,34,34,0,0,0,2025,10
Guadiana,Montijo,Guadiana,11,4,1,0,0,2025,10
Guadiana,Nogales,Nogales,18,15,2,0,0,2025,10
Guadiana,Orellana,Guadiana,808,613,14,20,10,2025,10
Guadiana,Peñarroya,Guadiana,51,25,0,0,0,2025,10
Guadiana,Piedra Aguda,Olivenza,16,16,3,0,0,2025,10
Guadiana,Proserpina,Pardilla,5,5,0,0,0,2025,10
Guadiana,Pto. Vallehermoso,Azuer,7,5,0,0,0,2025,10
Guadiana,Ruecas,Ruecas,42,34,3,0,0,2025,10
Guadiana,Sierra Brava,Pizarroso,233,174,11,0,0,2025,10
Guadiana,Tentudia,Bodión,5,3,0,0,0,2025,10
Guadiana,Torre de Abrahán,Bullaque,183,114,1,0,0,2025,10
Guadiana,Valuengo,Ardila,20,20,2,0,0,2025,10
Guadiana,Vega del Jabalón,Jabalón,34,2,0,0,0,2025,10
Guadiana,Villalba de los Barros,Guadajira,106,65,6,0,0,2025,10
Guadiana,Villar del Rey,Zapatón,131,131,15,0,0,2025,10
Guadiana,Zújar,Zújar,302,106,24,18,2,2025,10
"Tinto, Odiel y Piedras",Corumbel Bajo,Corumbel,19,18,0,0,0,2025,10
"Tinto, Odiel y Piedras",Jarrama,Jarrama,43,43,0,0,0,2025,10
"Tinto, Odiel y Piedras",Los Machos,Piedras,12,12,0,0,0,2025,10
"Tinto, Odiel y Piedras",Odiel,Odiel,8,7,0,0,0,2025,10
"Tinto, Odiel y Piedras",Olivargas,Olivargas,29,28,-1,0,0,2025,10
"Tinto, Odiel y Piedras",Piedras,Piedras,60,60,1,0,0,2025,10
"Tinto, Odiel y Piedras",Sancho,Meca,58,48,0,0,0,2025,10
Guadalete-Barbate,Almodóvar,Almodóvar,6,5,1,0,0,2025,10
Guadalete-Barbate,Arcos de la Frontera,Guadalete,14,14,0,0,0,2025,10
Guadalete-Barbate,Barbate,Barbate,228,68,20,0,0,2025,10
Guadalete-Barbate,Bornos,Guadalete,200,113,14,18,9,2025,10
Guadalete-Barbate,Celemín,Celemín,45,22,8,0,0,2025,10
Guadalete-Barbate,Guadalcacín II,Majaceite,800,199,15,0,0,2025,10
Guadalete-Barbate,"Hurones, Los",Majaceite,135,123,16,23,16,2025,10
Guadalete-Barbate,Zahara-El Gastor,Guadalete,223,37,3,0,0,2025,10
Guadalquivir,Agrio (Aznalcollar),Agrio,20,20,3,0,0,2025,10
Guadalquivir,Aguascebas,Aguascebas,6,2,0,0,0,2025,10
Guadalquivir,Aracena,Rivera de Huelva,129,88,12,0,0,2025,10
Guadalquivir,Arenoso,Arenoso,167,56,2,0,0,2025,10
Guadalquivir,Bembézar,Bembézar,328,290,41,53,46,2025,10
Guadalquivir,Bermejales,Cacín,91,27,1,6,5,2025,10
Guadalquivir,"Bolera, La",Guadalentín,54,13,1,0,0,2025,10
Guadalquivir,"Breña II, La",Guadiato,823,173,9,0,0,2025,10
Guadalquivir,*  Cala,Rivera de Cala,59,52,10,21,20,2025,10
Guadalquivir,Canales,Genil,70,34,0,43,31,2025,10
Guadalquivir,Colomera,Colomera,40,7,0,0,0,2025,10
Guadalquivir,Cubillas,Cubillas,14,6,0,0,0,2025,10
Guadalquivir,El Portillo,Castril,31,13,2,0,0,2025,10
Guadalquivir,"Fernandina, La",Guarrizas,247,74,0,0,0,2025,10
Guadalquivir,Francisco Abellán,Fardes,58,10,0,0,0,2025,10
Guadalquivir,Fresneda,Fresneda,19,15,1,0,0,2025,10
Guadalquivir,Gergal,Rivera de Huelva,35,35,0,0,0,2025,10
Guadalquivir,Giribaile,Guadalimar,491,108,0,0,0,2025,10
Guadalquivir,Guadalén,Guadalén,163,34,0,13,2,2025,10
Guadalquivir,Guadalmellato,Guadalmellato,147,139,3,13,12,2025,10
