Demarcación,Embalse,Río,Capacidad,Actual,Diferencia s/anterior,Energía disponible,Capacidad energética,Año,Semana
Ebro,"Torcas, Las",Huerva,7,1,-1,2,0,2024,25
Ebro,"Tranquera, La",Piedra,82,52,-2,29,19,2024,25
Ebro,*  Tremp ó Talárn,Noguera-Pallaresa,227,216,-6,213,211,2024,25
Ebro,*  Ullivarri,Zadorra,146,126,-1,85,74,2024,25
Ebro,Urdalur,Alzama,6,5,0,4,4,2024,25
Ebro,*  Urdiceto,Urdiceto,5,2,0,13,5,2024,25
Ebro,*  Urrunaga,Sta.Engracia,72,61,0,37,31,2024,25
Ebro,Vadiello,Guatizalema,16,13,0,3,3,2024,25
Ebro,"Val, El",Val,24,12,0,9,4,2024,25
Ebro,Valdepatao,Cinca,6,1,0,1,0,2024,25
Ebro,Yesa,Aragón,447,386,-6,152,132,2024,25
Cuencas Internas de Cataluña,Boadella,Muga,61,14,0,0,0,2024,25
Cuencas Internas de Cataluña,La Baells,Llobregat,109,55,1,0,0,2024,25
Cuencas Internas de Cataluña,La Llosa del Cavall,Cardener,80,22,0,0,0,2024,25
Cuencas Internas de Cataluña,Riudecanyes,Riudecanyes,5,0,0,0,0,2024,25
Cuencas Internas de Cataluña,Sant Pons,Cardener,24,8,0,0,0,2024,25
Cuencas Internas de Cataluña,Sau,Ter,165,75,6,0,0,2024,25
Cuencas Internas de Cataluña,Susqueda,Ter,233,78,-1,0,0,2024,25
Cantabrico Oriental,Añarbe,Añarbe,38,30,0,0,0,2024,26
Cantabrico Oriental,Ibiur,Ibiur,8,7,0,0,0,2024,26
Cantabrico Oriental,Ordunte,Ordunte,22,19,0,0,0,2024,26
Cantabrico Oriental,San Antón,Endara,5,5,0,0,0,2024,26
Cantabrico Occidental,Alfilorios,Barrea,8,6,0,0,0,2024,26
Cantabrico Occidental,*  Alsa - Mediajo,Torina,22,22,0,27,18,2024,26
Cantabrico Occidental,*  Arbón,Navia,41,38,2,1,1,2024,26
Cantabrico Occidental,"*  Barca, La",Narcea,34,32,0,3,3,2024,26
Cantabrico Occidental,"*  Cohilla, La",Nansa,12,6,-1,16,8,2024,26
Cantabrico Occidental,*  Doiras,Navia,97,78,-5,19,13,2024,26
Cantabrico Occidental,Rioseco,Nalón,4,4,0,0,0,2024,26
Cantabrico Occidental,*  Salime,Navia,238,227,0,99,94,2024,26
Cantabrico Occidental,Tanes,Nalón,34,32,-1,6,6,2024,26
Mino-Sil,*  Albarellos,Avia,91,43,1,32,13,2024,26
Mino-Sil,*  Bao,Bibey,238,159,-19,290,177,2024,26
Mino-Sil,Bárcena,Sil,341,310,-6,333,293,2024,26
Mino-Sil,*  Belesar,Miño,655,605,-5,370,335,2024,26
Mino-Sil,"*  Campañana, La",Sil,14,10,-1,8,4,2024,26
Mino-Sil,*  Castrelo,Miño,60,51,3,4,3,2024,26
Mino-Sil,*  Cenza,Cenza,40,33,-3,112,89,2024,26
Mino-Sil,*  Chandrexa,Navea,61,44,-3,101,67,2024,26
Mino-Sil,"*  Conchas, Las",Limia,80,64,3,30,24,2024,26
Mino-Sil,*  Edrada-Mao,Mao,14,7,0,22,11,2024,26
Mino-Sil,*  Frieira,Miño,44,39,3,1,1,2024,26
Mino-Sil,*  Guístolas,Navea,5,3,0,4,1,2024,26
Mino-Sil,*  Matalavilla,Valseco,65,49,-2,115,83,2024,26
Mino-Sil,*  Montefurado,Bibey-Sil,10,10,0,4,4,2024,26
Mino-Sil,"*  Peares, Os",Miño,182,171,-2,50,46,2024,26
Mino-Sil,*  Peñarrubia,Sil,13,11,0,5,4,2024,26
Mino-Sil,*  Pías (San Agustín),Bibey,10,8,2,19,14,2024,26
Mino-Sil,"*  Portas, Las",Camba,536,487,-6,906,792,2024,26
Mino-Sil,*  Prada,Jares,122,106,1,221,191,2024,26
Mino-Sil,"*  Rozas, Las",Sil,28,17,-2,55,33,2024,26
Mino-Sil,*  Salas,Salas,87,50,-2,79,45,2024,26
Mino-Sil,*  San. Estevo,Sil,213,198,-6,77,70,2024,26
Mino-Sil,*  San Martiño,Sil,10,9,0,2,2,2024,26
Mino-Sil,*  San Pedro,Sil,6,5,0,1,0,2024,26
Mino-Sil,*  San Sebastián,Bibey,46,32,-1,116,81,2024,26
Mino-Sil,*  Santa Eulalia,Jares,10,8,0,7,4,2024,26
Mino-Sil,*  Sequeiros,Sil,11,10,0,3,3,2024,26
Mino-Sil,*  Velle,Miño,17,14,0,1,1,2024,26
Mino-Sil,Vilasouto,Mao,21,19,-1,0,0,2024,26
Galicia Costa,*  Barrie de la Maza,Tambre,31,16,2,8,4,2024,26
Galicia Costa,Cecebre,Mero,22,20,-1,0,0,2024,26
Galicia Costa,Eiras,Oitavén,22,22,0,0,0,2024,26
Galicia Costa,*  Eume,Eume,123,113,-4,54,50,2024,26
Galicia Costa,*  Fervenza,Jallas,103,87,-6,112,93,2024,26
Galicia Costa,"Forcadas, As",Forcadas,11,10,0,0,0,2024,26
Galicia Costa,*  Portodemouros,Ulla,297,166,-6,39,16,2024,26
Galicia Costa,"*  Ribeira, A",Eume,33,31,1,16,15,2024,26
Galicia Costa,Riocobo,Cobo,6,5,0,0,0,2024,26
Galicia Costa,*  Sta Uxia,Jallas,18,16,2,7,6,2024,26
Galicia Costa,Villagudín,Veduino,18,17,0,0,0,2024,26
Cuencas Internas del País Vasco,Ibai-Eder,Ibai-Eder,11,11,1,0,0,2024,26
Cuencas Internas del País Vasco,Urkulu,Urkulu,10,10,1,0,0,2024,26
Duero,"*  Agavanzal, Nª Sª de",Tera,36,34,-2,34,30,2024,26
Duero,Águeda,Águeda,15,12,0,0,0,2024,26
Duero,Aguilar,Pisuerga,247,202,-3,66,54,2024,26
Duero,*  Aldeadávila,Duero,114,111,9,35,33,2024,26
Duero,*  Almendra,Tormes,2.649,2.466,-20,3.458,3.291,2024,26
Duero,Arlanzón,Arlanzón,22,18,-1,4,4,2024,26
Duero,Barrios de Luna,Luna,308,294,-4,252,234,2024,26
Duero,*  Burgomillodo,Duratón,14,14,0,6,6,2024,26
Duero,Camporredondo,Carrión,69,59,-2,43,36,2024,26
Duero,Casares de Arbas,Casares,37,28,0,0,0,2024,26
Duero,*  Castro,Duero,27,24,-1,14,13,2024,26
Duero,Castro de las Cogotas,Adaja,58,49,0,18,16,2024,26
Duero,*  Cernadilla,Tera,255,230,-6,297,258,2024,26
Duero,Cervera,Rivera,10,10,0,3,3,2024,26
Duero,Compuerto,Carrión,95,83,0,42,36,2024,26
Duero,Cuerda del Pozo,Duero,249,196,-5,58,50,2024,26
Duero,Irueña,Águeda,110,80,0,0,0,2024,26
Duero,Linares del Arroyo,Riaza,54,43,-1,14,11,2024,26
Duero,"Pontón Alto, El",Eresma,7,7,0,0,0,2024,26
Duero,Porma-(Juan Benet),Porma,318,278,-4,137,114,2024,26
Duero,*  Puente Porto,Segundera,23,13,0,54,32,2024,26
Duero,*  Rábanos,Duero,8,8,0,3,3,2024,26
Duero,Requejada,Pisuerga,59,18,0,23,7,2024,26
Duero,Riaño,Esla,641,566,-10,372,299,2024,26
Duero,*  Ricobayo,Esla,1.145,941,-37,945,737,2024,26
Duero,San José,Duero,6,6,0,2,2,2024,26
Duero,Santa Teresa,Tormes,496,436,-5,406,355,2024,26
Duero,*  Saucelle,Duero,181,177,1,10,9,2024,26
Duero,Serones,Voltoya,6,6,0,0,0,2024,26
Duero,Úzquiza,Arlanzón,75,62,-1,15,12,2024,26
Duero,*  Valparaíso,Tera,169,157,2,165,153,2024,26
Duero,"*  Vencías, Las",Duratón,5,4,0,2,1,2024,26
Duero,Villagonzalo,Tormes,6,6,0,3,3,2024,26
Duero,*  Villalcampo,Duero,66,59,-3,41,36,2024,26
Duero,Villameca,Tuerto,20,18,0,6,5,2024,26
Tajo,Aceña,Aceña,24,19,-1,0,0,2024,26
Tajo,*  Alcántara,Tajo,3.160,3.086,-17,791,762,2024,26
Tajo,Alcorlo,Bornova,180,133,0,0,0,2024,26
Tajo,*  Almoguera,Tajo,7,6,1,2,2,2024,26
Tajo,"Atance, El",Salado,35,22,1,0,0,2024,26
Tajo,"Atazar, El",Lozoya,426,388,-2,0,0,2024,26
Tajo,*  Azután,Tajo,113,79,1,59,38,2024,26
Tajo,Baños,Baños,41,36,-1,0,0,2024,26
Tajo,Beleña,Sorbe,53,45,-1,0,0,2024,26
Tajo,*  Bolarque,Tajo,31,25,1,15,9,2024,26
Tajo,Borbollon,Árrago,88,68,-1,30,23,2024,26
Tajo,Buendía,Guadiela,1.705,614,-4,1.515,451,2024,26
Tajo,Burguillo - Puente Nuevo,Alberche,201,164,-3,218,157,2024,26
Tajo,Cáceres - Guadiloba,Guadiloba,20,14,-1,0,0,2024,26
Tajo,*  Castrejón,Tajo,44,43,0,15,15,2024,26
Tajo,"Castro, El",Algodor,8,3,0,0,0,2024,26
Tajo,Cazalegas,Alberche,7,7,0,0,0,2024,26
Tajo,*  Cedillo,Tajo,260,251,14,17,16,2024,26
Tajo,Entrepeñas,Tajo,813,533,-5,782,457,2024,26
Tajo,Finisterre,Algodor,133,12,0,0,0,2024,26
Tajo,Gabriel y Galán,Alagón,911,636,-9,419,228,2024,26
Tajo,Guajaraz,Guajaraz,18,17,0,0,0,2024,26
Tajo,*  Guijo de Granadilla,Alagón,13,11,0,3,1,2024,26
Tajo,"Jarosa, La",La Jarosa,7,4,0,0,0,2024,26
Tajo,Jerte - Plasencia,Jerte,59,44,0,0,0,2024,26
Tajo,*  Molino de Chincha,Guadiela,6,6,0,4,3,2024,26
Tajo,Navacerrada,Navacerrada,11,8,0,0,0,2024,26
Tajo,Navalcán,Guayerbas,34,32,0,0,0,2024,26
Tajo,Navamuño,Angostura,14,11,0,0,0,2024,26
Tajo,Pálmaces,Cañamares,31,23,1,0,0,2024,26
Tajo,"Pardo, El",Manzanares,43,20,-1,0,0,2024,26
Tajo,Picadas,Alberche,15,14,0,9,8,2024,26
Tajo,Pinilla,Lozoya,38,28,0,0,0,2024,26
Tajo,Portaje,Fresnedilla,23,21,-1,0,0,2024,26
Tajo,"Portiña, La",Portiña,5,2,0,0,0,2024,26
Tajo,Puentes Viejas,Lozoya,53,48,0,0,0,2024,26
Tajo,Riosequillo,Lozoya,50,46,0,0,0,2024,26
Tajo,Rivera de Gata,Rivera de Gata,49,44,-1,0,0,2024,26
Tajo,Rosarito,Tiétar,82,78,-1,0,0,2024,26
Tajo,Salor,Salor,14,11,0,0,0,2024,26
Tajo,San Juan,Alberche,138,119,-2,104,75,2024,26
Tajo,Santillana,Manzanares,91,75,-2,0,0,2024,26
Tajo,"Tajera, La",Tajuña,64,54,0,0,0,2024,26
Tajo,Torcón,Torcón,7,5,0,0,0,2024,26
Tajo,*  Torrejón (Tajo - Tietar),Tiétar,188,164,16,25,13,2024,26
Tajo,"Vado, El",Jarama,56,34,-2,0,0,2024,26
Tajo,*  Valdecañas,Tajo,1.446,986,-90,664,395,2024,26
Tajo,Valdeobispo,Alagón,53,49,-2,14,12,2024,26
Tajo,Valmayor,Aulencia,124,63,-3,0,0,2024,26
Tajo,"Vellón,El-(Pedrezuela)",Guadalix,41,36,0,0,0,2024,26
Tajo,"Villar, El",Lozoya,23,22,1,0,0,2024,26
Guadiana,"Aguijón, El",Alcarrache,11,11,0,0,0,2024,26
Guadiana,Alange,Matachel,852,117,0,0,0,2024,26
Guadiana,Alcollarín,Alcollarín,52,25,-4,0,0,2024,26
Guadiana,Andévalo,Malagón,634,213,-1,0,0,2024,26
Guadiana,Boquerón,Rosal,6,5,0,0,0,2024,26
Guadiana,Brovales,Brovales,7,6,0,0,0,2024,26
Guadiana,Búrdalo,Búrdalo,79,32,-2,0,0,2024,26
Guadiana,Canchales,Lácara,26,24,0,0,0,2024,26
Guadiana,Cancho del Fresno,Ruecas,15,15,0,0,0,2024,26
Guadiana,Chanza,Chanza,338,163,-5,0,0,2024,26
Guadiana,Cijara,Guadiana,1.505,951,-27,296,163,2024,26
Guadiana,Cornalbo,Albarregas,3,2,-1,0,0,2024,26
Guadiana,Cubilar,Cubilar,6,5,0,0,0,2024,26
Guadiana,El Vicario,Guadiana,32,25,-1,0,0,2024,26
Guadiana,García de Sola,Guadiana,554,326,-13,38,14,2024,26
Guadiana,Gargáligas,Gargáligas,21,17,0,0,0,2024,26
Guadiana,Gasset,Becea,39,29,0,0,0,2024,26
Guadiana,Horno Tejero,Lácara,24,23,0,0,0,2024,26
Guadiana,La Cabezuela,Jabalón,43,5,-1,0,0,2024,26
Guadiana,La Colada,Guadamatilla,58,46,0,0,0,2024,26
Guadiana,La Serena,Zújar,3.219,1.110,0,421,87,2024,26
Guadiana,Llerena,Conejo,8,2,0,0,0,2024,26
Guadiana,Los Molinos,Matachel,34,19,0,0,0,2024,26
Guadiana,Montijo,Guadiana,11,11,0,0,0,2024,26
Guadiana,Nogales,Nogales,18,14,0,0,0,2024,26
Guadiana,Orellana,Guadiana,808,585,9,20,9,2024,26
Guadiana,Peñarroya,Guadiana,51,34,-1,0,0,2024,26
Guadiana,Piedra Aguda,Olivenza,16,15,0,0,0,2024,26
Guadiana,Proserpina,Pardilla,5,5,0,0,0,2024,26
Guadiana,Pto. Vallehermoso,Azuer,7,7,0,0,0,2024,26
Guadiana,Ruecas,Ruecas,42,33,0,0,0,2024,26
Guadiana,Sierra Brava,Pizarroso,233,175,-6,0,0,2024,26
Guadiana,Tentudia,Bodión,5,2,0,0,0,2024,26
Guadiana,Torre de Abrahán,Bullaque,183,129,-1,0,0,2024,26
Guadiana,Valuengo,Ardila,20,17,0,0,0,2024,26
Guadiana,Vega del Jabalón,Jabalón,34,3,0,0,0,2024,26
Guadiana,Villalba de los Barros,Guadajira,106,58,-1,0,0,2024,26
Guadiana,Villar del Rey,Zapatón,131,113,-1,0,0,2024,26
Guadiana,Zújar,Zújar,302,145,-6,18,4,2024,26
"Tinto, Odiel y Piedras",Corumbel Bajo,Corumbel,19,16,0,0,0,2024,26
"Tinto, Odiel y Piedras",Jarrama,Jarrama,43,39,-1,0,0,2024,26
"Tinto, Odiel y Piedras",Los Machos,Piedras,12,8,-1,0,0,2024,26
"Tinto, Odiel y Piedras",Odiel,Odiel,8,7,0,0,0,2024,26
"Tinto, Odiel y Piedras",Olivargas,Olivargas,29,28,0,0,0,2024,26
"Tinto, Odiel y Piedras",Piedras,Piedras,60,47,0,0,0,2024,26
"Tinto, Odiel y Piedras",Sancho,Meca,58,48,0,0,0,2024,26
